陰に回る　　　　　　　　　　　　　　　　かげにまわる　　　　　　　　　　　　　　,D R.  N  ,
駆け抜ける　　　　　　　　　　　　　　　かけぬける　　　　　　　　　　　　　　　,D 1.     ,
駆け登る　　　　　　　　　　　　　　　　かけのぼる　　　　　　　　　　　　　　　,D R.   I ,
懸け離れる　　　　　　　　　　　　　　　かけはなれる　　　　　　　　　　　　　　,D 1.   M ,
掛け離れる　　　　　　　　　　　　　　　かけはなれる　　　　　　　　　　　　　　,D 1.  NM ,
懸隔たる　　　　　　　　　　　　　　　　かけへだたる　　　　　　　　　　　　　　,D R.   M ,
懸け隔たる　　　　　　　　　　　　　　　かけへだたる　　　　　　　　　　　　　　,D R.   M ,
懸け隔てる　　　　　　　　　　　　　　　かけへだてる　　　　　　　　　　　　　　,D 1.   I ,
駆け回る　　　　　　　　　　　　　　　　かけまわる　　　　　　　　　　　　　　　,D R.     ,
駆け巡る　　　　　　　　　　　　　　　　かけめぐる　　　　　　　　　　　　　　　,D R.   I ,
掛け持つ　　　　　　　　　　　　　　　　かけもつ　　　　　　　　　　　　　　　　,D T.     ,
駆け寄る　　　　　　　　　　　　　　　　かけよる　　　　　　　　　　　　　　　　,D R.   I ,
かげろうが燃える　　　　　　　　　　　　かげろうがもえる　　　　　　　　　　　　,D 1.     ,
架け渡す　　　　　　　　　　　　　　　　かけわたす　　　　　　　　　　　　　　　,D S.   I ,
影を落とす　　　　　　　　　　　　　　　かげをおとす　　　　　　　　　　　　　　,D S.  N  ,
影を潜める　　　　　　　　　　　　　　　かげをひそめる　　　　　　　　　　　　　,D 1.  P  ,
かこつける　　　　　　　　　　　　　　　かこつける　　　　　　　　　　　　　　　,D 1.   I ,
過去を引きずる　　　　　　　　　　　　　かこをひきずる　　　　　　　　　　　　　,D R.  N  ,
禍根が残る　　　　　　　　　　　　　　　かこんがのこる　　　　　　　　　　　　　,D R.  N  ,
禍根の残る　　　　　　　　　　　　　　　かこんののこる　　　　　　　　　　　　　,D R.  N  ,
禍根を絶つ　　　　　　　　　　　　　　　かこんをたつ　　　　　　　　　　　　　　,D T.  P  ,
禍根を除く　　　　　　　　　　　　　　　かこんをのぞく　　　　　　　　　　　　　,D K.  P  ,
風穴が開く　　　　　　　　　　　　　　　かざあながあく　　　　　　　　　　　　　,D K.  P  ,
風穴を開ける　　　　　　　　　　　　　　かざあなをあける　　　　　　　　　　　　,D 1.  P  ,
かさが張る　　　　　　　　　　　　　　　かさがはる　　　　　　　　　　　　　　　,D R.  N  ,
風下に立つ　　　　　　　　　　　　　　　かざしもにたつ　　　　　　　　　　　　　,D T.     ,
重なり合う　　　　　　　　　　　　　　　かさなりあう　　　　　　　　　　　　　　,D W.     ,
かさに掛かる　　　　　　　　　　　　　　かさにかかる　　　　　　　　　　　　　　,D R.   I ,
かさに着る　　　　　　　　　　　　　　　かさにきる　　　　　　　　　　　　　　　,D 1.  N  ,
重ね合う　　　　　　　　　　　　　　　　かさねあう　　　　　　　　　　　　　　　,D W.     ,
重ね合わす　　　　　　　　　　　　　　　かさねあわす　　　　　　　　　　　　　　,D S.     ,
重ね合わせる　　　　　　　　　　　　　　かさねあわせる　　　　　　　　　　　　　,D 1.     ,
傘の下に入る　　　　　　　　　　　　　　かさのしたにはいる　　　　　　　　　　　,D R.     ,
かさの張る　　　　　　　　　　　　　　　かさのはる　　　　　　　　　　　　　　　,D R.  N  ,
かさ張る　　　　　　　　　　　　　　　　かさばる　　　　　　　　　　　　　　　　,D R.   M ,
風向きが変わる　　　　　　　　　　　　　かざむきがかわる　　　　　　　　　　　　,D R.     ,
風向きの変わる　　　　　　　　　　　　　かざむきのかわる　　　　　　　　　　　　,D R.     ,
飾り立てる　　　　　　　　　　　　　　　かざりたてる　　　　　　　　　　　　　　,D 1.  P  ,
飾り付ける　　　　　　　　　　　　　　　かざりつける　　　　　　　　　　　　　　,D 1.  P  ,
傘を差す　　　　　　　　　　　　　　　　かさをさす　　　　　　　　　　　　　　　,D S.     ,
貸し与える　　　　　　　　　　　　　　　かしあたえる　　　　　　　　　　　　　　,D 1.   I ,
河岸が変わる　　　　　　　　　　　　　　かしがかわる　　　　　　　　　　　　　　,D R.     ,
火事が出る　　　　　　　　　　　　　　　かじがでる　　　　　　　　　　　　　　　,D 1.  N  ,
かじかむ　　　　　　　　　　　　　　　　かじかむ　　　　　　　　　　　　　　　　,D M.   M ,
貸し切る　　　　　　　　　　　　　　　　かしきる　　　　　　　　　　　　　　　　,D R.   I ,
かしげる　　　　　　　　　　　　　　　　かしげる　　　　　　　　　　　　　　　　,D 1.   I ,
かしずく　　　　　　　　　　　　　　　　かしずく　　　　　　　　　　　　　　　　,D K.   I ,
貸し出す　　　　　　　　　　　　　　　　かしだす　　　　　　　　　　　　　　　　,D S.   I ,
貸し付ける　　　　　　　　　　　　　　　かしつける　　　　　　　　　　　　　　　,D 1.   I ,
牙城に迫る　　　　　　　　　　　　　　　がじょうにせまる　　　　　　　　　　　　,D R.  P  ,
頭に霜を置く　　　　　　　　　　　　　　かしらにしもをおく　　　　　　　　　　　,D K.     ,
かじり付く　　　　　　　　　　　　　　　かじりつく　　　　　　　　　　　　　　　,D K.     ,
河岸を変える　　　　　　　　　　　　　　かしをかえる　　　　　　　　　　　　　　,D 1.     ,
火事を出す　　　　　　　　　　　　　　　かじをだす　　　　　　　　　　　　　　　,D S.  N  ,
数でこなす　　　　　　　　　　　　　　　かずでこなす　　　　　　　　　　　　　　,D S.     ,
かすめ取る　　　　　　　　　　　　　　　かすめとる　　　　　　　　　　　　　　　,D R.  N  ,
数をこなす　　　　　　　　　　　　　　　かずをこなす　　　　　　　　　　　　　　,D S.  P  ,
数を頼む　　　　　　　　　　　　　　　　かずをたのむ　　　　　　　　　　　　　　,D M.     ,
河清をまつ　　　　　　　　　　　　　　　かせいをまつ　　　　　　　　　　　　　　,D T.  N  ,
風が起きる　　　　　　　　　　　　　　　かぜがおきる　　　　　　　　　　　　　　,D 1.     ,
風が出る　　　　　　　　　　　　　　　　かぜがでる　　　　　　　　　　　　　　　,D 1.     ,
風の便りに聞く　　　　　　　　　　　　　かぜのたよりにきく　　　　　　　　　　　,D K.     ,
風邪引く　　　　　　　　　　　　　　　　かぜひく　　　　　　　　　　　　　　　　,D K.  N  ,
風を起こす　　　　　　　　　　　　　　　かぜをおこす　　　　　　　　　　　　　　,D S.     ,
風を切る　　　　　　　　　　　　　　　　かぜをきる　　　　　　　　　　　　　　　,D R.     ,
風を食らう　　　　　　　　　　　　　　　かぜをくらう　　　　　　　　　　　　　　,D W.  N  ,
風をはらむ　　　　　　　　　　　　　　　かぜをはらむ　　　　　　　　　　　　　　,D M.     ,
風邪を引く　　　　　　　　　　　　　　　かぜをひく　　　　　　　　　　　　　　　,D K.  N  ,
風を吹かす　　　　　　　　　　　　　　　かぜをふかす　　　　　　　　　　　　　　,D S.     ,
数え上げる　　　　　　　　　　　　　　　かぞえあげる　　　　　　　　　　　　　　,D 1.     ,
数え立てる　　　　　　　　　　　　　　　かぞえたてる　　　　　　　　　　　　　　,D 1.     ,
片足をつっこむ　　　　　　　　　　　　　かたあしをつっこむ　　　　　　　　　　　,D M.  N  ,
片意地張る　　　　　　　　　　　　　　　かたいじはる　　　　　　　　　　　　　　,D R.  NM ,
片意地を張る　　　　　　　　　　　　　　かたいじをはる　　　　　　　　　　　　　,D R.  N  ,
肩が軽くなる　　　　　　　　　　　　　　かたがかるくなる　　　　　　　　　　　　,D R.  P  ,
がたが来る　　　　　　　　　　　　　　　がたがくる　　　　　　　　　　　　　　　,D 3.  N  ,
肩がこる　　　　　　　　　　　　　　　　かたがこる　　　　　　　　　　　　　　　,D R.  N  ,
形が付く　　　　　　　　　　　　　　　　かたがつく　　　　　　　　　　　　　　　,D K.  PM ,
肩が張る　　　　　　　　　　　　　　　　かたがはる　　　　　　　　　　　　　　　,D R.  N  ,
敵を討つ　　　　　　　　　　　　　　　　かたきをうつ　　　　　　　　　　　　　　,D T.  P  ,
敵を取る　　　　　　　　　　　　　　　　かたきをとる　　　　　　　　　　　　　　,D R.  P  ,
かたげる　　　　　　　　　　　　　　　　かたげる　　　　　　　　　　　　　　　　,D 1.     ,
肩すかしを食う　　　　　　　　　　　　　かたすかしをくう　　　　　　　　　　　　,D W.  N  ,
かたずをのむ　　　　　　　　　　　　　　かたずをのむ　　　　　　　　　　　　　　,D M.  NM ,
形が付く　　　　　　　　　　　　　　　　かたちがつく　　　　　　　　　　　　　　,D K.  P  ,
形を繕う　　　　　　　　　　　　　　　　かたちをつくろう　　　　　　　　　　　　,D W.  P  ,
形を付ける　　　　　　　　　　　　　　　かたちをつける　　　　　　　　　　　　　,D 1.  P  ,
がたつく　　　　　　　　　　　　　　　　がたつく　　　　　　　　　　　　　　　　,D K.  NM ,
片付ける　　　　　　　　　　　　　　　　かたづける　　　　　　　　　　　　　　　,D 1.   I ,
肩で風を切る　　　　　　　　　　　　　　かたでかぜをきる　　　　　　　　　　　　,D R.  N  ,
刀折れ矢尽きる　　　　　　　　　　　　　かたなおれやつきる　　　　　　　　　　　,D 1.  N  ,
刀折れる　　　　　　　　　　　　　　　　かたなおれる　　　　　　　　　　　　　　,D 1.  NM ,
刀を収める　　　　　　　　　　　　　　　かたなをおさめる　　　　　　　　　　　　,D 1.  P  ,
肩にかかる　　　　　　　　　　　　　　　かたにかかる　　　　　　　　　　　　　　,D R.     ,
形に取られる　　　　　　　　　　　　　　かたにとられる　　　　　　　　　　　　　,D 1.     ,
型にはまる　　　　　　　　　　　　　　　かたにはまる　　　　　　　　　　　　　　,D R.  N  ,
型にはめる　　　　　　　　　　　　　　　かたにはめる　　　　　　　　　　　　　　,D 1.  N  ,
型の如く　　　　　　　　　　　　　　　　かたのごとく　　　　　　　　　　　　　　,D K.     ,
肩のこる　　　　　　　　　　　　　　　　かたのこる　　　　　　　　　　　　　　　,D R.  N  ,
肩の力が抜ける　　　　　　　　　　　　　かたのちからがぬける　　　　　　　　　　,D 1.  P  ,
肩の荷が下りる　　　　　　　　　　　　　かたのにがおりる　　　　　　　　　　　　,D 1.  P  ,
肩の荷の下りる　　　　　　　　　　　　　かたのにのおりる　　　　　　　　　　　　,D 1.  P  ,
肩の荷を降ろす　　　　　　　　　　　　　かたのにをおろす　　　　　　　　　　　　,D S.  P  ,
肩の張る　　　　　　　　　　　　　　　　かたのはる　　　　　　　　　　　　　　　,D R.  N  ,
片肌脱ぐ　　　　　　　　　　　　　　　　かたはだぬぐ　　　　　　　　　　　　　　,D G.   I ,
片肌を脱ぐ　　　　　　　　　　　　　　　かたはだをぬぐ　　　　　　　　　　　　　,D G.  P  ,
肩肘張る　　　　　　　　　　　　　　　　かたひじはる　　　　　　　　　　　　　　,D R.  NM ,
片棒を担ぐ　　　　　　　　　　　　　　　かたぼうをかつぐ　　　　　　　　　　　　,D G.  N  ,
固まり合う　　　　　　　　　　　　　　　かたまりあう　　　　　　　　　　　　　　,D W.     ,
片目を開ける　　　　　　　　　　　　　　かためをあける　　　　　　　　　　　　　,D 1.     ,
片寄せる　　　　　　　　　　　　　　　　かたよせる　　　　　　　　　　　　　　　,D 1.   I ,
語り明かす　　　　　　　　　　　　　　　かたりあかす　　　　　　　　　　　　　　,D S.   I ,
語り掛ける　　　　　　　　　　　　　　　かたりかける　　　　　　　　　　　　　　,D 1.     ,
語り聞かす　　　　　　　　　　　　　　　かたりきかす　　　　　　　　　　　　　　,D S.   I ,
語り継ぐ　　　　　　　　　　　　　　　　かたりつぐ　　　　　　　　　　　　　　　,D G.   I ,
語るに落ちる　　　　　　　　　　　　　　かたるにおちる　　　　　　　　　　　　　,D 1.  P  ,
語るに足る　　　　　　　　　　　　　　　かたるにたる　　　　　　　　　　　　　　,D R.  P  ,
語り古す　　　　　　　　　　　　　　　　かたるふるす　　　　　　　　　　　　　　,D S.     ,
肩を怒らす　　　　　　　　　　　　　　　かたをいからす　　　　　　　　　　　　　,D S.  N  ,
肩を入れる　　　　　　　　　　　　　　　かたをいれる　　　　　　　　　　　　　　,D 1.     ,
肩を落とす　　　　　　　　　　　　　　　かたをおとす　　　　　　　　　　　　　　,D S.  N  ,
肩を貸す　　　　　　　　　　　　　　　　かたをかす　　　　　　　　　　　　　　　,D S.  P  ,
肩を組む　　　　　　　　　　　　　　　　かたをくむ　　　　　　　　　　　　　　　,D M.     ,
肩をすくめる　　　　　　　　　　　　　　かたをすくめる　　　　　　　　　　　　　,D 1.  N  ,
肩をすぼめる　　　　　　　　　　　　　　かたをすぼめる　　　　　　　　　　　　　,D 1.  N  ,
肩をたたく　　　　　　　　　　　　　　　かたをたたく　　　　　　　　　　　　　　,D K.     ,
片を付ける　　　　　　　　　　　　　　　かたをつける　　　　　　　　　　　　　　,D 1.  P  ,
型を取る　　　　　　　　　　　　　　　　かたをとる　　　　　　　　　　　　　　　,D R.     ,
肩を並べる　　　　　　　　　　　　　　　かたをならべる　　　　　　　　　　　　　,D 1.  P  ,
肩を抜く　　　　　　　　　　　　　　　　かたをぬく　　　　　　　　　　　　　　　,D K.  P  ,
肩を張る　　　　　　　　　　　　　　　　かたをはる　　　　　　　　　　　　　　　,D R.     ,
肩を持つ　　　　　　　　　　　　　　　　かたをもつ　　　　　　　　　　　　　　　,D T.     ,
勝ち上がる　　　　　　　　　　　　　　　かちあがる　　　　　　　　　　　　　　　,D R.  P  ,
かち上げる　　　　　　　　　　　　　　　かちあげる　　　　　　　　　　　　　　　,D 1.   I ,
勝ち得る　　　　　　　　　　　　　　　　かちえる　　　　　　　　　　　　　　　　,D 1.  P  ,
家畜をつぶす　　　　　　　　　　　　　　かちくをつぶす　　　　　　　　　　　　　,D S.  N  ,
勝ち越す　　　　　　　　　　　　　　　　かちこす　　　　　　　　　　　　　　　　,D S.  PI ,
勝ち進む　　　　　　　　　　　　　　　　かちすすむ　　　　　　　　　　　　　　　,D M.  P  ,
価値付ける　　　　　　　　　　　　　　　かちづける　　　　　　　　　　　　　　　,D 1.   I ,
勝ちどきが上がる　　　　　　　　　　　　かちどきがあがる　　　　　　　　　　　　,D R.  P  ,
勝ちどきを挙げる　　　　　　　　　　　　かちどきをあげる　　　　　　　　　　　　,D 1.  P  ,
勝ち取る　　　　　　　　　　　　　　　　かちとる　　　　　　　　　　　　　　　　,D R.  P  ,
勝ち抜く　　　　　　　　　　　　　　　　かちぬく　　　　　　　　　　　　　　　　,D K.  P  ,
勝ち残る　　　　　　　　　　　　　　　　かちのこる　　　　　　　　　　　　　　　,D R.  P  ,
勝ち誇る　　　　　　　　　　　　　　　　かちほこる　　　　　　　　　　　　　　　,D R.  PM ,
勝ち星を上げる　　　　　　　　　　　　　かちぼしをあげる　　　　　　　　　　　　,D 1.  P  ,
勝ち星を挙げる　　　　　　　　　　　　　かちぼしをあげる　　　　　　　　　　　　,D 1.  P  ,
勝ち星を拾う　　　　　　　　　　　　　　かちぼしをひろう　　　　　　　　　　　　,D W.  P  ,
渦中に身を投ずる　　　　　　　　　　　　かちゅうにみをとうずる　　　　　　　　　,D 6.  N  ,
勝ちを焦る　　　　　　　　　　　　　　　かちをあせる　　　　　　　　　　　　　　,D R.  N  ,
勝ちを急ぐ　　　　　　　　　　　　　　　かちをいそぐ　　　　　　　　　　　　　　,D G.  N  ,
勝ちを拾う　　　　　　　　　　　　　　　かちをひろう　　　　　　　　　　　　　　,D W.  P  ,
活が入る　　　　　　　　　　　　　　　　かつがはいる　　　　　　　　　　　　　　,D R.  P  ,
担ぎ上げる　　　　　　　　　　　　　　　かつぎあげる　　　　　　　　　　　　　　,D 1.     ,
担ぎ込む　　　　　　　　　　　　　　　　かつぎこむ　　　　　　　　　　　　　　　,D M.  N  ,
担ぎ出す　　　　　　　　　　　　　　　　かつぎだす　　　　　　　　　　　　　　　,D S.     ,
活気付く　　　　　　　　　　　　　　　　かっきづく　　　　　　　　　　　　　　　,D K.  PM ,
学校がある　　　　　　　　　　　　　　　がっこうがある　　　　　　　　　　　　　,D R.   M ,
格好が付く　　　　　　　　　　　　　　　かっこうがつく　　　　　　　　　　　　　,D K.  P  ,
学校が引ける　　　　　　　　　　　　　　がっこうがひける　　　　　　　　　　　　,D 1.   M ,
格好を付ける　　　　　　　　　　　　　　かっこうをつける　　　　　　　　　　　　,D 1.     ,
かっこむ　　　　　　　　　　　　　　　　かっこむ　　　　　　　　　　　　　　　　,D M.   I ,
かっこを閉じる　　　　　　　　　　　　　かっこをとじる　　　　　　　　　　　　　,D 1.     ,
かっこを開く　　　　　　　　　　　　　　かっこをひらく　　　　　　　　　　　　　,D K.     ,
喝采を浴びる　　　　　　　　　　　　　　かっさいをあびる　　　　　　　　　　　　,D 1.  P  ,
喝采をはくす　　　　　　　　　　　　　　かっさいをはくす　　　　　　　　　　　　,D S.  P  ,
活字になる　　　　　　　　　　　　　　　かつじになる　　　　　　　　　　　　　　,D R.     ,
活字を組む　　　　　　　　　　　　　　　かつじをくむ　　　　　　　　　　　　　　,D M.     ,
活断層が走る　　　　　　　　　　　　　　かつだんそうがはしる　　　　　　　　　　,D R.     ,
勝手が違う　　　　　　　　　　　　　　　かってがちがう　　　　　　　　　　　　　,D W.  N  ,
勝ってかぶとの緒を締める　　　　　　　　かってかぶとのおをしめる　　　　　　　　,D 1.     ,
買って出る　　　　　　　　　　　　　　　かってでる　　　　　　　　　　　　　　　,D 1.     ,
勝手な熱を吹く　　　　　　　　　　　　　かってなねつをふく　　　　　　　　　　　,D K.  N  ,
かっ飛ばす　　　　　　　　　　　　　　　かっとばす　　　　　　　　　　　　　　　,D S.   I ,
かっ払う　　　　　　　　　　　　　　　　かっぱらう　　　　　　　　　　　　　　　,D W.   I ,
かっぽじる　　　　　　　　　　　　　　　かっぽじる　　　　　　　　　　　　　　　,D R.   I ,
活路が開ける　　　　　　　　　　　　　　かつろがひらける　　　　　　　　　　　　,D 1.  P  ,
活路を開く　　　　　　　　　　　　　　　かつろをひらく　　　　　　　　　　　　　,D K.  P  ,
活を入れる　　　　　　　　　　　　　　　かつをいれる　　　　　　　　　　　　　　,D 1.  P  ,
課程を終える　　　　　　　　　　　　　　かていをおえる　　　　　　　　　　　　　,D 1.  P  ,
合点が行く　　　　　　　　　　　　　　　がてんがいく　　　　　　　　　　　　　　,D k.  P  ,
角が立つ　　　　　　　　　　　　　　　　かどがたつ　　　　　　　　　　　　　　　,D T.  N  ,
角が取れる　　　　　　　　　　　　　　　かどがとれる　　　　　　　　　　　　　　,D 1.  P  ,
門口に立つ　　　　　　　　　　　　　　　かどぐちにたつ　　　　　　　　　　　　　,D T.     ,
角立てる　　　　　　　　　　　　　　　　かどだてる　　　　　　　　　　　　　　　,D 1.  NI ,
角突き合わせる　　　　　　　　　　　　　かどつきあわせる　　　　　　　　　　　　,D 1.  N  ,
角番に立つ　　　　　　　　　　　　　　　かどばんにたつ　　　　　　　　　　　　　,D T.     ,
かどわかす　　　　　　　　　　　　　　　かどわかす　　　　　　　　　　　　　　　,D S.  NI ,
角を立てる　　　　　　　　　　　　　　　かどをたてる　　　　　　　　　　　　　　,D 1.  N  ,
角を取る　　　　　　　　　　　　　　　　かどをとる　　　　　　　　　　　　　　　,D R.     ,
かなえの軽重を問う　　　　　　　　　　　かなえのけいちょうをとう　　　　　　　　,D w.  PI ,
かなえる　　　　　　　　　　　　　　　　かなえる　　　　　　　　　　　　　　　　,D 1.   I ,
かなぐり捨てる　　　　　　　　　　　　　かなぐりすてる　　　　　　　　　　　　　,D 1.  NI ,
悲しがる　　　　　　　　　　　　　　　　かなしがる　　　　　　　　　　　　　　　,D R.  NI ,
悲しみ抜く　　　　　　　　　　　　　　　かなしみぬく　　　　　　　　　　　　　　,D K.  N  ,
金棒を引く　　　　　　　　　　　　　　　かなぼうをひく　　　　　　　　　　　　　,D K.     ,
兼ね合う　　　　　　　　　　　　　　　　かねあう　　　　　　　　　　　　　　　　,D W.  P  ,
金がうなる　　　　　　　　　　　　　　　かねがうなる　　　　　　　　　　　　　　,D R.  P  ,
金がかかる　　　　　　　　　　　　　　　かねがかかる　　　　　　　　　　　　　　,D R.  N  ,
金が金を生む　　　　　　　　　　　　　　かねがかねをうむ　　　　　　　　　　　　,D M.  P  ,
金が物を言う　　　　　　　　　　　　　　かねがものをいう　　　　　　　　　　　　,D W.     ,
兼ね備える　　　　　　　　　　　　　　　かねそなえる　　　　　　　　　　　　　　,D 1.  PI ,
金づるをつかむ　　　　　　　　　　　　　かねづるをつかむ　　　　　　　　　　　　,D M.  P  ,
金で面を張る　　　　　　　　　　　　　　かねでつらをはる　　　　　　　　　　　　,D R.  N  ,
金に飽かす　　　　　　　　　　　　　　　かねにあかす　　　　　　　　　　　　　　,D S.  N  ,
金に詰まる　　　　　　　　　　　　　　　かねにつまる　　　　　　　　　　　　　　,D R.  N  ,
金になる　　　　　　　　　　　　　　　　かねになる　　　　　　　　　　　　　　　,D R.  P  ,
金に目がくらむ　　　　　　　　　　　　　かねにめがくらむ　　　　　　　　　　　　,D M.  N  ,
金に物を言わせる　　　　　　　　　　　　かねにものをいわせる　　　　　　　　　　,D 1.  N  ,
金のうなる　　　　　　　　　　　　　　　かねのうなる　　　　　　　　　　　　　　,D R.  P  ,
金のかかる　　　　　　　　　　　　　　　かねのかかる　　　　　　　　　　　　　　,D R.  N  ,
金のわらじを履いて探す　　　　　　　　　かねのわらじをはいてさがす　　　　　　　,D S.  P  ,
かねや太鼓で探す　　　　　　　　　　　　かねやたいこでさがす　　　　　　　　　　,D S.     ,
金を掛ける　　　　　　　　　　　　　　　かねをかける　　　　　　　　　　　　　　,D 1.     ,
金を食う　　　　　　　　　　　　　　　　かねをくう　　　　　　　　　　　　　　　,D W.  N  ,
金を腐るほど持つ　　　　　　　　　　　　かねをくさるほどもつ　　　　　　　　　　,D T.     ,
金を崩す　　　　　　　　　　　　　　　　かねをくずす　　　　　　　　　　　　　　,D S.     ,
金を渋る　　　　　　　　　　　　　　　　かねをしぶる　　　　　　　　　　　　　　,D R.  N  ,
金をためる　　　　　　　　　　　　　　　かねをためる　　　　　　　　　　　　　　,D 1.  PI ,
鐘を突く　　　　　　　　　　　　　　　　かねをつく　　　　　　　　　　　　　　　,D K.   I ,
金を作る　　　　　　　　　　　　　　　　かねをつくる　　　　　　　　　　　　　　,D R.  P  ,
金を寝かす　　　　　　　　　　　　　　　かねをねかす　　　　　　　　　　　　　　,D S.     ,
金を残す　　　　　　　　　　　　　　　　かねをのこす　　　　　　　　　　　　　　,D S.  P  ,
金を巻き上げる　　　　　　　　　　　　　かねをまきあげる　　　　　　　　　　　　,D 1.  N  ,
金を回す　　　　　　　　　　　　　　　　かねをまわす　　　　　　　　　　　　　　,D S.     ,
金を持ち出す　　　　　　　　　　　　　　かねをもちだす　　　　　　　　　　　　　,D S.  N  ,
かびが生える　　　　　　　　　　　　　　かびがはえる　　　　　　　　　　　　　　,D 1.  N  ,
華美に流れる　　　　　　　　　　　　　　かびにながれる　　　　　　　　　　　　　,D 1.  N  ,
かびの生える　　　　　　　　　　　　　　かびのはえる　　　　　　　　　　　　　　,D 1.  N  ,
かびを生やす　　　　　　　　　　　　　　かびをはやす　　　　　　　　　　　　　　,D S.  N  ,
株が上がる　　　　　　　　　　　　　　　かぶがあがる　　　　　　　　　　　　　　,D R.  P  ,
株が下がる　　　　　　　　　　　　　　　かぶがさがる　　　　　　　　　　　　　　,D R.  N  ,
かぶさる　　　　　　　　　　　　　　　　かぶさる　　　　　　　　　　　　　　　　,D R.   M ,
かぶとを脱ぐ　　　　　　　　　　　　　　かぶとをぬぐ　　　　　　　　　　　　　　,D G.  N  ,
かぶり付く　　　　　　　　　　　　　　　かぶりつく　　　　　　　　　　　　　　　,D K.   I ,
かぶりを振る　　　　　　　　　　　　　　かぶりをふる　　　　　　　　　　　　　　,D R.  N  ,
株を上げる　　　　　　　　　　　　　　　かぶをあげる　　　　　　　　　　　　　　,D 1.  P  ,
株を奪う　　　　　　　　　　　　　　　　かぶをうばう　　　　　　　　　　　　　　,D W.     ,
株を下げる　　　　　　　　　　　　　　　かぶをさげる　　　　　　　　　　　　　　,D 1.  N  ,
画餅にきす　　　　　　　　　　　　　　　がべいにきす　　　　　　　　　　　　　　,D S.  N  ,
壁に当たる　　　　　　　　　　　　　　　かべにあたる　　　　　　　　　　　　　　,D R.  N  ,
壁に突き当たる　　　　　　　　　　　　　かべにつきあたる　　　　　　　　　　　　,D R.  N  ,
壁にぶつかる　　　　　　　　　　　　　　かべにぶつかる　　　　　　　　　　　　　,D R.  N  ,
壁を作る　　　　　　　　　　　　　　　　かべをつくる　　　　　　　　　　　　　　,D R.     ,
壁を破る　　　　　　　　　　　　　　　　かべをやぶる　　　　　　　　　　　　　　,D R.  P  ,
鎌首をもたげる　　　　　　　　　　　　　かまくびをもたげる　　　　　　　　　　　,D 1.     ,
かまける　　　　　　　　　　　　　　　　かまける　　　　　　　　　　　　　　　　,D 1.   I ,
かまどを起こす　　　　　　　　　　　　　かまどをおこす　　　　　　　　　　　　　,D S.     ,
かまどを破る　　　　　　　　　　　　　　かまどをやぶる　　　　　　　　　　　　　,D R.  N  ,
かまどを分ける　　　　　　　　　　　　　かまどをわける　　　　　　　　　　　　　,D 1.     ,
鎌を掛ける　　　　　　　　　　　　　　　かまをかける　　　　　　　　　　　　　　,D 1.  N  ,
我慢強がる　　　　　　　　　　　　　　　がまんづよがる　　　　　　　　　　　　　,D R.   I ,
かみ合う　　　　　　　　　　　　　　　　かみあう　　　　　　　　　　　　　　　　,D W.  P  ,
髪が肩に垂れる　　　　　　　　　　　　　かみがかたにたれる　　　　　　　　　　　,D 1.     ,
かみこなす　　　　　　　　　　　　　　　かみこなす　　　　　　　　　　　　　　　,D S.   I ,
かみ殺す　　　　　　　　　　　　　　　　かみころす　　　　　　　　　　　　　　　,D S.  NI ,
上座に据える　　　　　　　　　　　　　　かみざにすえる　　　　　　　　　　　　　,D 1.  P  ,
かみしもを着る　　　　　　　　　　　　　かみしもをきる　　　　　　　　　　　　　,D 1.     ,
かみしもを脱ぐ　　　　　　　　　　　　　かみしもをぬぐ　　　　　　　　　　　　　,D G.  N  ,
かみそりの刃を渡る　　　　　　　　　　　かみそりのはをわたる　　　　　　　　　　,D R.  N  ,
かみそりを当る　　　　　　　　　　　　　かみそりをあてる　　　　　　　　　　　　,D 1.     ,
かみつく　　　　　　　　　　　　　　　　かみつく　　　　　　　　　　　　　　　　,D K.  N  ,
かみつぶす　　　　　　　　　　　　　　　かみつぶす　　　　　　　　　　　　　　　,D S.   I ,
雷が落ちる　　　　　　　　　　　　　　　かみなりがおちる　　　　　　　　　　　　,D 1.  NM ,
雷がなる　　　　　　　　　　　　　　　　かみなりがなる　　　　　　　　　　　　　,D R.   M ,
雷の落ちる　　　　　　　　　　　　　　　かみなりのおちる　　　　　　　　　　　　,D 1.  NM ,
雷を落とす　　　　　　　　　　　　　　　かみなりをおとす　　　　　　　　　　　　,D S.  NI ,
髪にウエーブの掛かる　　　　　　　　　　かみにうえーぶのかかる　　　　　　　　　,D R.     ,
髪の毛を逆立てる　　　　　　　　　　　　かみのけをさかだてる　　　　　　　　　　,D 1.  N  ,
髪を下ろす　　　　　　　　　　　　　　　かみをおろす　　　　　　　　　　　　　　,D S.     ,
髪をとかす　　　　　　　　　　　　　　　かみをとかす　　　　　　　　　　　　　　,D S.   I ,
髪をなでる　　　　　　　　　　　　　　　かみをなでる　　　　　　　　　　　　　　,D 1.     ,
カメラに収まる　　　　　　　　　　　　　かめらにおさまる　　　　　　　　　　　　,D R.     ,
カメラに収める　　　　　　　　　　　　　かめらにおさめる　　　　　　　　　　　　,D 1.     ,
カメラを回す　　　　　　　　　　　　　　かめらをまわす　　　　　　　　　　　　　,D S.     ,
