暖を取る　　　　　　　　　　　　　　　　だんをとる　　　　　　　　　　　　　　　,D R.     ,
胆を練る　　　　　　　　　　　　　　　　たんをねる　　　　　　　　　　　　　　　,D R.  P  ,
端を開く　　　　　　　　　　　　　　　　たんをひらく　　　　　　　　　　　　　　,D K.     ,
治安が乱れる　　　　　　　　　　　　　　ちあんがみだれる　　　　　　　　　　　　,D 1.  N  ,
地位を失う　　　　　　　　　　　　　　　ちいをうしなう　　　　　　　　　　　　　,D W.  N  ,
知恵が付く　　　　　　　　　　　　　　　ちえがつく　　　　　　　　　　　　　　　,D K.  P  ,
知恵が回る　　　　　　　　　　　　　　　ちえがまわる　　　　　　　　　　　　　　,D R.  P  ,
知恵付く　　　　　　　　　　　　　　　　ちえづく　　　　　　　　　　　　　　　　,D K.  P  ,
知恵の回る　　　　　　　　　　　　　　　ちえのまわる　　　　　　　　　　　　　　,D R.  P  ,
知恵を貸す　　　　　　　　　　　　　　　ちえをかす　　　　　　　　　　　　　　　,D S.  P  ,
知恵を借りる　　　　　　　　　　　　　　ちえをかりる　　　　　　　　　　　　　　,D 1.  P  ,
知恵を絞る　　　　　　　　　　　　　　　ちえをしぼる　　　　　　　　　　　　　　,D R.  P  ,
知恵を出す　　　　　　　　　　　　　　　ちえをだす　　　　　　　　　　　　　　　,D S.  P  ,
知恵を付ける　　　　　　　　　　　　　　ちえをつける　　　　　　　　　　　　　　,D 1.  P  ,
地が足に着く　　　　　　　　　　　　　　ちがあしにつく　　　　　　　　　　　　　,D K.  P  ,
血が通う　　　　　　　　　　　　　　　　ちがかよう　　　　　　　　　　　　　　　,D W.  P  ,
血が騒ぐ　　　　　　　　　　　　　　　　ちがさわぐ　　　　　　　　　　　　　　　,D G.     ,
血が絶える　　　　　　　　　　　　　　　ちがたえる　　　　　　　　　　　　　　　,D 1.  N  ,
血がたぎる　　　　　　　　　　　　　　　ちがたぎる　　　　　　　　　　　　　　　,D R.     ,
近付ける　　　　　　　　　　　　　　　　ちかづける　　　　　　　　　　　　　　　,D 1.   I ,
血がつながる　　　　　　　　　　　　　　ちがつながる　　　　　　　　　　　　　　,D R.     ,
血が流れる　　　　　　　　　　　　　　　ちがながれる　　　　　　　　　　　　　　,D 1.  N  ,
血がにじむ　　　　　　　　　　　　　　　ちがにじむ　　　　　　　　　　　　　　　,D M.  N  ,
地下に眠る　　　　　　　　　　　　　　　ちかにねむる　　　　　　　　　　　　　　,D R.     ,
地下にもぐる　　　　　　　　　　　　　　ちかにもぐる　　　　　　　　　　　　　　,D R.  N  ,
地金が出る　　　　　　　　　　　　　　　ぢがねがでる　　　　　　　　　　　　　　,D 1.  N  ,
血が上る　　　　　　　　　　　　　　　　ちがのぼる　　　　　　　　　　　　　　　,D R.  N  ,
血が入る　　　　　　　　　　　　　　　　ちがはいる　　　　　　　　　　　　　　　,D R.     ,
血が引く　　　　　　　　　　　　　　　　ちがひく　　　　　　　　　　　　　　　　,D K.  N  ,
血が燃える　　　　　　　　　　　　　　　ちがもえる　　　　　　　　　　　　　　　,D 1.  P  ,
近寄せる　　　　　　　　　　　　　　　　ちかよせる　　　　　　　　　　　　　　　,D 1.   I ,
力がかかる　　　　　　　　　　　　　　　ちからがかかる　　　　　　　　　　　　　,D R.     ,
力が尽きる　　　　　　　　　　　　　　　ちからがつきる　　　　　　　　　　　　　,D 1.  N  ,
力が入る　　　　　　　　　　　　　　　　ちからがはいる　　　　　　　　　　　　　,D R.     ,
力が湧く　　　　　　　　　　　　　　　　ちからがわく　　　　　　　　　　　　　　,D K.  P  ,
力こぶを入れる　　　　　　　　　　　　　ちからこぶをいれる　　　　　　　　　　　,D 1.  P  ,
力尽きる　　　　　　　　　　　　　　　　ちからつきる　　　　　　　　　　　　　　,D 1.  NM ,
力付ける　　　　　　　　　　　　　　　　ちからづける　　　　　　　　　　　　　　,D 1.  PI ,
力に余る　　　　　　　　　　　　　　　　ちからにあまる　　　　　　　　　　　　　,D R.  N  ,
力になる　　　　　　　　　　　　　　　　ちからになる　　　　　　　　　　　　　　,D R.  P  ,
地から湧く　　　　　　　　　　　　　　　ちからわく　　　　　　　　　　　　　　　,D K.  P  ,
力を合わせる　　　　　　　　　　　　　　ちからをあわせる　　　　　　　　　　　　,D 1.  P  ,
力を入れる　　　　　　　　　　　　　　　ちからをいれる　　　　　　　　　　　　　,D 1.     ,
力を得る　　　　　　　　　　　　　　　　ちからをえる　　　　　　　　　　　　　　,D 1.  P  ,
力を落とす　　　　　　　　　　　　　　　ちからをおとす　　　　　　　　　　　　　,D S.  N  ,
力を貸す　　　　　　　　　　　　　　　　ちからをかす　　　　　　　　　　　　　　,D S.  P  ,
力を借りる　　　　　　　　　　　　　　　ちからをかりる　　　　　　　　　　　　　,D 1.  P  ,
力を添える　　　　　　　　　　　　　　　ちからをそえる　　　　　　　　　　　　　,D 1.  P  ,
力を注ぐ　　　　　　　　　　　　　　　　ちからをそそぐ　　　　　　　　　　　　　,D G.  P  ,
力を尽くす　　　　　　　　　　　　　　　ちからをつくす　　　　　　　　　　　　　,D S.  P  ,
力を付ける　　　　　　　　　　　　　　　ちからをつける　　　　　　　　　　　　　,D 1.  P  ,
力を抜く　　　　　　　　　　　　　　　　ちからをぬく　　　　　　　　　　　　　　,D K.     ,
血が沸く　　　　　　　　　　　　　　　　ちがわく　　　　　　　　　　　　　　　　,D K.     ,
ちぎっては投げする　　　　　　　　　　　ちぎってはなげする　　　　　　　　　　　,D 4.     ,
契りを交わす　　　　　　　　　　　　　　ちぎりをかわす　　　　　　　　　　　　　,D S.     ,
契りを結ぶ　　　　　　　　　　　　　　　ちぎりをむすぶ　　　　　　　　　　　　　,D B.  P  ,
散ぎれ飛ぶ　　　　　　　　　　　　　　　ちぎれとぶ　　　　　　　　　　　　　　　,D B.  NM ,
知遇を得る　　　　　　　　　　　　　　　ちぐうをえる　　　　　　　　　　　　　　,D 1.  P  ,
知識を詰め込む　　　　　　　　　　　　　ちしきをつめこむ　　　　　　　　　　　　,D M.  P  ,
知識をひけらかす　　　　　　　　　　　　ちしきをひけらかす　　　　　　　　　　　,D S.  N  ,
血筋に当たる　　　　　　　　　　　　　　ちすじにあたる　　　　　　　　　　　　　,D R.     ,
血筋を引く　　　　　　　　　　　　　　　ちすじをひく　　　　　　　　　　　　　　,D K.     ,
縮み上がる　　　　　　　　　　　　　　　ちぢみあがる　　　　　　　　　　　　　　,D R.  N  ,
秩序立つ　　　　　　　　　　　　　　　　ちつじょだつ　　　　　　　　　　　　　　,D T.   M ,
秩序立てる　　　　　　　　　　　　　　　ちつじょだてる　　　　　　　　　　　　　,D 1.   I ,
秩序付ける　　　　　　　　　　　　　　　ちつじょづける　　　　　　　　　　　　　,D 1.   I ,
秩序を乱す　　　　　　　　　　　　　　　ちつじょをみだす　　　　　　　　　　　　,D S.  N  ,
チップを弾む　　　　　　　　　　　　　　ちっぷをはずむ　　　　　　　　　　　　　,D M.  P  ,
帙を繙く　　　　　　　　　　　　　　　　ちつをひもとく　　　　　　　　　　　　　,D K.     ,
血となり肉となる　　　　　　　　　　　　ちとなりにくとなる　　　　　　　　　　　,D R.  P  ,
地に足が着く　　　　　　　　　　　　　　ちにあしがつく　　　　　　　　　　　　　,D K.  P  ,
地に足を着ける　　　　　　　　　　　　　ちにあしをつける　　　　　　　　　　　　,D 1.  P  ,
血に飢える　　　　　　　　　　　　　　　ちにうえる　　　　　　　　　　　　　　　,D 1.  N  ,
地に落ちる　　　　　　　　　　　　　　　ちにおちる　　　　　　　　　　　　　　　,D 1.  N  ,
血に染まる　　　　　　　　　　　　　　　ちにそまる　　　　　　　　　　　　　　　,D R.  N  ,
地にまみれる　　　　　　　　　　　　　　ちにまみれる　　　　　　　　　　　　　　,D 1.  N  ,
地にもぐる　　　　　　　　　　　　　　　ちにもぐる　　　　　　　　　　　　　　　,D R.  N  ,
血の雨を降らす　　　　　　　　　　　　　ちのあめをふらす　　　　　　　　　　　　,D S.  N  ,
血のかよった　　　　　　　　　　　　　　ちのかよった　　　　　　　　　　　　　　,R  .  P  ,
血の気が失せる　　　　　　　　　　　　　ちのけがうせる　　　　　　　　　　　　　,D 1.  N  ,
血の気が引く　　　　　　　　　　　　　　ちのけがひく　　　　　　　　　　　　　　,D K.  N  ,
血の流れる　　　　　　　　　　　　　　　ちのながれる　　　　　　　　　　　　　　,D 1.  N  ,
血のにじむような　　　　　　　　　　　　ちのにじむような　　　　　　　　　　　　,R  .     ,
地の利を得る　　　　　　　　　　　　　　ちのりをえる　　　　　　　　　　　　　　,D 1.  P  ,
地方に下る　　　　　　　　　　　　　　　ちほうにくだる　　　　　　　　　　　　　,D R.  N  ,
地方へ下る　　　　　　　　　　　　　　　ちほうへくだる　　　　　　　　　　　　　,D R.  N  ,
知謀を巡らす　　　　　　　　　　　　　　ちぼうをめぐらす　　　　　　　　　　　　,D S.  P  ,
地歩を固める　　　　　　　　　　　　　　ちほをかためる　　　　　　　　　　　　　,D 1.  P  ,
地歩を築く　　　　　　　　　　　　　　　ちほをきずく　　　　　　　　　　　　　　,D K.  P  ,
地歩を締める　　　　　　　　　　　　　　ちほをしめる　　　　　　　　　　　　　　,D 1.     ,
血祭りに上げる　　　　　　　　　　　　　ちまつりにあげる　　　　　　　　　　　　,D 1.  N  ,
血眼になる　　　　　　　　　　　　　　　ちまなこになる　　　　　　　　　　　　　,D R.  N  ,
血道を上げる　　　　　　　　　　　　　　ちみちをあげる　　　　　　　　　　　　　,D 1.  N  ,
知名度が上がる　　　　　　　　　　　　　ちめいどがあがる　　　　　　　　　　　　,D R.  P  ,
茶々が入る　　　　　　　　　　　　　　　ちゃちゃがはいる　　　　　　　　　　　　,D R.  N  ,
茶々を入れる　　　　　　　　　　　　　　ちゃちゃをいれる　　　　　　　　　　　　,D 1.  N  ,
茶柱が立つ　　　　　　　　　　　　　　　ちゃばしらがたつ　　　　　　　　　　　　,D T.  P  ,
ちゃらつかせる　　　　　　　　　　　　　ちゃらつかせる　　　　　　　　　　　　　,D 1.  N  ,
茶を立てる　　　　　　　　　　　　　　　ちゃをたてる　　　　　　　　　　　　　　,D 1.     ,
茶を濁す　　　　　　　　　　　　　　　　ちゃをにごす　　　　　　　　　　　　　　,D S.  N  ,
茶を引く　　　　　　　　　　　　　　　　ちゃをひく　　　　　　　　　　　　　　　,D K.  N  ,
茶を沸かす　　　　　　　　　　　　　　　ちゃをわかす　　　　　　　　　　　　　　,D S.     ,
チャンスを逃がす　　　　　　　　　　　　ちゃんすをのがす　　　　　　　　　　　　,D S.  N  ,
チャンスを外す　　　　　　　　　　　　　ちゃんすをはずす　　　　　　　　　　　　,D S.  N  ,
注意を受ける　　　　　　　　　　　　　　ちゅういをうける　　　　　　　　　　　　,D 1.  N  ,
注意を払う　　　　　　　　　　　　　　　ちゅういをはらう　　　　　　　　　　　　,D W.  P  ,
注意を引く　　　　　　　　　　　　　　　ちゅういをひく　　　　　　　　　　　　　,D K.  N  ,
注意を向ける　　　　　　　　　　　　　　ちゅういをむける　　　　　　　　　　　　,D 1.  P  ,
中道を歩む　　　　　　　　　　　　　　　ちゅうどうをあゆむ　　　　　　　　　　　,D M.     ,
宙に浮く　　　　　　　　　　　　　　　　ちゅうにうく　　　　　　　　　　　　　　,D K.  N  ,
宙に舞う　　　　　　　　　　　　　　　　ちゅうにまう　　　　　　　　　　　　　　,D W.     ,
宙に迷う　　　　　　　　　　　　　　　　ちゅうにまよう　　　　　　　　　　　　　,D W.  N  ,
注目の的になる　　　　　　　　　　　　　ちゅうもくのまとになる　　　　　　　　　,D R.  P  ,
注目を浴びる　　　　　　　　　　　　　　ちゅうもくをあびる　　　　　　　　　　　,D 1.  P  ,
注目を引く　　　　　　　　　　　　　　　ちゅうもくをひく　　　　　　　　　　　　,D K.  P  ,
注文が付く　　　　　　　　　　　　　　　ちゅうもんがつく　　　　　　　　　　　　,D K.  N  ,
注文を出す　　　　　　　　　　　　　　　ちゅうもんをだす　　　　　　　　　　　　,D S.     ,
注文を付ける　　　　　　　　　　　　　　ちゅうもんをつける　　　　　　　　　　　,D 1.  N  ,
注文を取る　　　　　　　　　　　　　　　ちゅうもんをとる　　　　　　　　　　　　,D R.  P  ,
宙を飛ぶ　　　　　　　　　　　　　　　　ちゅうをとぶ　　　　　　　　　　　　　　,D B.     ,
超が付く　　　　　　　　　　　　　　　　ちょうがつく　　　　　　　　　　　　　　,D K.     ,
長広舌を振るう　　　　　　　　　　　　　ちょうこうぜつをふるう　　　　　　　　　,D W.     ,
調子が合う　　　　　　　　　　　　　　　ちょうしがあう　　　　　　　　　　　　　,D W.  P  ,
調子が出る　　　　　　　　　　　　　　　ちょうしがでる　　　　　　　　　　　　　,D 1.  P  ,
調子が外れる　　　　　　　　　　　　　　ちょうしがはずれる　　　　　　　　　　　,D 1.  N  ,
調子づける　　　　　　　　　　　　　　　ちょうしづける　　　　　　　　　　　　　,D 1.   I ,
調子に乗る　　　　　　　　　　　　　　　ちょうしにのる　　　　　　　　　　　　　,D R.  N  ,
聴衆が沸く　　　　　　　　　　　　　　　ちょうしゅうがわく　　　　　　　　　　　,D K.  P  ,
帳じりが合う　　　　　　　　　　　　　　ちょうじりがあう　　　　　　　　　　　　,D W.  P  ,
帳じりを合わせる　　　　　　　　　　　　ちょうじりをあわせる　　　　　　　　　　,D 1.     ,
調子を合わせる　　　　　　　　　　　　　ちょうしをあわせる　　　　　　　　　　　,D 1.     ,
調子を崩す　　　　　　　　　　　　　　　ちょうしをくずす　　　　　　　　　　　　,D S.  N  ,
調子を下げる　　　　　　　　　　　　　　ちょうしをさげる　　　　　　　　　　　　,D 1.  N  ,
調子を取る　　　　　　　　　　　　　　　ちょうしをとる　　　　　　　　　　　　　,D R.     ,
長足の進歩を遂げる　　　　　　　　　　　ちょうそくのしんぽをとげる　　　　　　　,D 1.  P  ,
長短相補う　　　　　　　　　　　　　　　ちょうたんあいおぎなう　　　　　　　　　,D W.  PM ,
超特急でしあげる　　　　　　　　　　　　ちょうとっきゅうでしあげる　　　　　　　,D 1.     ,
調法がる　　　　　　　　　　　　　　　　ちょうほうがる　　　　　　　　　　　　　,D R.  PI ,
重宝がる　　　　　　　　　　　　　　　　ちょうほうがる　　　　　　　　　　　　　,D R.  PI ,
帳簿に穴を開ける　　　　　　　　　　　　ちょうぼにあなをあける　　　　　　　　　,D 1.  N  ,
帳簿を締める　　　　　　　　　　　　　　ちょうぼをしめる　　　　　　　　　　　　,D 1.     ,
帳面面を合わせる　　　　　　　　　　　　ちょうめんづらをあわせる　　　　　　　　,D 1.  N  ,
潮流に乗る　　　　　　　　　　　　　　　ちょうりゅうにのる　　　　　　　　　　　,D R.  P  ,
調和が取れる　　　　　　　　　　　　　　ちょうわがとれる　　　　　　　　　　　　,D 1.  P  ,
調和が破れる　　　　　　　　　　　　　　ちょうわがやぶれる　　　　　　　　　　　,D 1.  N  ,
調和の取れる　　　　　　　　　　　　　　ちょうわのとれる　　　　　　　　　　　　,D 1.  P  ,
調和の破れる　　　　　　　　　　　　　　ちょうわのやぶれる　　　　　　　　　　　,D 1.  N  ,
調和を取る　　　　　　　　　　　　　　　ちょうわをとる　　　　　　　　　　　　　,D R.  P  ,
調和を破る　　　　　　　　　　　　　　　ちょうわをやぶる　　　　　　　　　　　　,D R.  N  ,
貯金を下す　　　　　　　　　　　　　　　ちょきんをおろす　　　　　　　　　　　　,D S.     ,
貯金を下げる　　　　　　　　　　　　　　ちょきんをさげる　　　　　　　　　　　　,D 1.     ,
ちょっかいを出す　　　　　　　　　　　　ちょっかいをだす　　　　　　　　　　　　,D S.  N  ,
緒に就く　　　　　　　　　　　　　　　　ちょにつく　　　　　　　　　　　　　　　,D K.     ,
ちょろつく　　　　　　　　　　　　　　　ちょろつく　　　　　　　　　　　　　　　,D K.   I ,
チョロまかす　　　　　　　　　　　　　　ちょろまかす　　　　　　　　　　　　　　,D S.  N  ,
ちょん切る　　　　　　　　　　　　　　　ちょんぎる　　　　　　　　　　　　　　　,D R.   I ,
ちょんになる　　　　　　　　　　　　　　ちょんになる　　　　　　　　　　　　　　,D R.     ,
散らかす　　　　　　　　　　　　　　　　ちらかす　　　　　　　　　　　　　　　　,D S.  NI ,
散らかる　　　　　　　　　　　　　　　　ちらかる　　　　　　　　　　　　　　　　,D R.  NM ,
ちらつく　　　　　　　　　　　　　　　　ちらつく　　　　　　　　　　　　　　　　,D K.   M ,
散らばす　　　　　　　　　　　　　　　　ちらばす　　　　　　　　　　　　　　　　,D S.   I ,
散り急ぐ　　　　　　　　　　　　　　　　ちりいそぐ　　　　　　　　　　　　　　　,D G.  N  ,
散り敷く　　　　　　　　　　　　　　　　ちりしく　　　　　　　　　　　　　　　　,D K.   I ,
散り残る　　　　　　　　　　　　　　　　ちりのこる　　　　　　　　　　　　　　　,D R.  P  ,
散り果てる　　　　　　　　　　　　　　　ちりはてる　　　　　　　　　　　　　　　,D 1.  N  ,
散りばめる　　　　　　　　　　　　　　　ちりばめる　　　　　　　　　　　　　　　,D 1.   I ,
散り乱れる　　　　　　　　　　　　　　　ちりみだれる　　　　　　　　　　　　　　,D 1.     ,
ちりも積もれば山となる　　　　　　　　　ちりもつもればやまとなる　　　　　　　　,D R.  P  ,
散り行く　　　　　　　　　　　　　　　　ちりゆく　　　　　　　　　　　　　　　　,D K.  N  ,
血わき肉躍る　　　　　　　　　　　　　　ちわきにくおどる　　　　　　　　　　　　,D R.  P  ,
血を受ける　　　　　　　　　　　　　　　ちをうける　　　　　　　　　　　　　　　,D 1.     ,
地を出す　　　　　　　　　　　　　　　　ぢをだす　　　　　　　　　　　　　　　　,D S.  N  ,
血を流す　　　　　　　　　　　　　　　　ちをながす　　　　　　　　　　　　　　　,D S.  N  ,
地を掃う　　　　　　　　　　　　　　　　ちをはらう　　　　　　　　　　　　　　　,D W.  N  ,
血を払う　　　　　　　　　　　　　　　　ちをはらう　　　　　　　　　　　　　　　,D W.  N  ,
血を引く　　　　　　　　　　　　　　　　ちをひく　　　　　　　　　　　　　　　　,D K.     ,
血を見る　　　　　　　　　　　　　　　　ちをみる　　　　　　　　　　　　　　　　,D 1.  N  ,
血を分ける　　　　　　　　　　　　　　　ちをわける　　　　　　　　　　　　　　　,D 1.     ,
沈黙を守る　　　　　　　　　　　　　　　ちんもくをまもる　　　　　　　　　　　　,D R.     ,
沈黙を破る　　　　　　　　　　　　　　　ちんもくをやぶる　　　　　　　　　　　　,D R.     ,
追憶にふける　　　　　　　　　　　　　　ついおくにふける　　　　　　　　　　　　,D R.     ,
追随を許す　　　　　　　　　　　　　　　ついずいをゆるす　　　　　　　　　　　　,D S.  P  ,
ついて行く　　　　　　　　　　　　　　　ついていく　　　　　　　　　　　　　　　,D k.     ,
ついている　　　　　　　　　　　　　　　ついている　　　　　　　　　　　　　　　,D 1.  P  ,
ついて回る　　　　　　　　　　　　　　　ついてまわる　　　　　　　　　　　　　　,D R.  N  ,
ついてゆく　　　　　　　　　　　　　　　ついてゆく　　　　　　　　　　　　　　　,D k.     ,
ついばむ　　　　　　　　　　　　　　　　ついばむ　　　　　　　　　　　　　　　　,D M.   I ,
つえとも柱とも頼む　　　　　　　　　　　つえともはしらともたのむ　　　　　　　　,D M.  P  ,
つえを突く　　　　　　　　　　　　　　　つえをつく　　　　　　　　　　　　　　　,D K.     ,
杖を曳く　　　　　　　　　　　　　　　　つえをひく　　　　　　　　　　　　　　　,D K.     ,
使い切る　　　　　　　　　　　　　　　　つかいきる　　　　　　　　　　　　　　　,D R.  P  ,
使いこなす　　　　　　　　　　　　　　　つかいこなす　　　　　　　　　　　　　　,D S.  PI ,
使い込む　　　　　　　　　　　　　　　　つかいこむ　　　　　　　　　　　　　　　,D M.     ,
遣い込む　　　　　　　　　　　　　　　　つかいこむ　　　　　　　　　　　　　　　,D M.  N  ,
使い捨てる　　　　　　　　　　　　　　　つかいすてる　　　　　　　　　　　　　　,D 1.     ,
使い倒す　　　　　　　　　　　　　　　　つかいたおす　　　　　　　　　　　　　　,D S.  P  ,
使い出がある　　　　　　　　　　　　　　つかいでがある　　　　　　　　　　　　　,D R.  P  ,
使い慣らす　　　　　　　　　　　　　　　つかいならす　　　　　　　　　　　　　　,D S.  PI ,
使い慣れる　　　　　　　　　　　　　　　つかいなれる　　　　　　　　　　　　　　,D 1.   M ,
使い果たす　　　　　　　　　　　　　　　つかいはたす　　　　　　　　　　　　　　,D S.  N  ,
使い古す　　　　　　　　　　　　　　　　つかいふるす　　　　　　　　　　　　　　,D S.  NM ,
使い回す　　　　　　　　　　　　　　　　つかいまわす　　　　　　　　　　　　　　,D S.     ,
使い物になる　　　　　　　　　　　　　　つかいものになる　　　　　　　　　　　　,D R.  P  ,
使い分ける　　　　　　　　　　　　　　　つかいわける　　　　　　　　　　　　　　,D 1.  PI ,
つかえが下りる　　　　　　　　　　　　　つかえがおりる　　　　　　　　　　　　　,D 1.  P  ,
つかえる　　　　　　　　　　　　　　　　つかえる　　　　　　　　　　　　　　　　,D 1.   M ,
つがえる　　　　　　　　　　　　　　　　つがえる　　　　　　　　　　　　　　　　,D 1.   I ,
付かぬ事をうかがう　　　　　　　　　　　つかぬことをうかがう　　　　　　　　　　,D W.     ,
つかねる　　　　　　　　　　　　　　　　つかねる　　　　　　　　　　　　　　　　,D 1.     ,
捕まえる　　　　　　　　　　　　　　　　つかまえる　　　　　　　　　　　　　　　,D 1.   I ,
捉まえる　　　　　　　　　　　　　　　　つかまえる　　　　　　　　　　　　　　　,D 1.   I ,
つかまえる　　　　　　　　　　　　　　　つかまえる　　　　　　　　　　　　　　　,D 1.   I ,
つかみ合う　　　　　　　　　　　　　　　つかみあう　　　　　　　　　　　　　　　,D W.  N  ,
つかみ上げる　　　　　　　　　　　　　　つかみあげる　　　　　　　　　　　　　　,D 1.     ,
浸からす　　　　　　　　　　　　　　　　つからす　　　　　　　　　　　　　　　　,D S.   I ,
疲れてのびる　　　　　　　　　　　　　　つかれてのびる　　　　　　　　　　　　　,D 1.  N  ,
疲れ果てる　　　　　　　　　　　　　　　つかれはてる　　　　　　　　　　　　　　,D 1.  N  ,
疲れを知る　　　　　　　　　　　　　　　つかれをしる　　　　　　　　　　　　　　,D R.  N  ,
使われ出す　　　　　　　　　　　　　　　つかわれだす　　　　　　　　　　　　　　,D S.  N  ,
突き上げる　　　　　　　　　　　　　　　つきあげる　　　　　　　　　　　　　　　,D 1.     ,
突き当たる　　　　　　　　　　　　　　　つきあたる　　　　　　　　　　　　　　　,D R.   M ,
突き当てる　　　　　　　　　　　　　　　つきあてる　　　　　　　　　　　　　　　,D 1.   I ,
突き合わす　　　　　　　　　　　　　　　つきあわす　　　　　　　　　　　　　　　,D S.  N  ,
突き合わせる　　　　　　　　　　　　　　つきあわせる　　　　　　　　　　　　　　,D 1.  N  ,
継ぎ合わせる　　　　　　　　　　　　　　つぎあわせる　　　　　　　　　　　　　　,D 1.   I ,
突き落とす　　　　　　　　　　　　　　　つきおとす　　　　　　　　　　　　　　　,D S.  N  ,
継ぎが当たる　　　　　　　　　　　　　　つぎがあたる　　　　　　　　　　　　　　,D R.     ,
月が改まる　　　　　　　　　　　　　　　つきがあらたまる　　　　　　　　　　　　,D R.     ,
突き返す　　　　　　　　　　　　　　　　つきかえす　　　　　　　　　　　　　　　,D S.   I ,
つきが落ちる　　　　　　　　　　　　　　つきがおちる　　　　　　　　　　　　　　,D 1.  P  ,
月が欠ける　　　　　　　　　　　　　　　つきがかける　　　　　　　　　　　　　　,D 1.     ,
月が変わる　　　　　　　　　　　　　　　つきがかわる　　　　　　　　　　　　　　,D R.     ,
月が澄む　　　　　　　　　　　　　　　　つきがすむ　　　　　　　　　　　　　　　,D M.     ,
付きが回る　　　　　　　　　　　　　　　つきがまわる　　　　　　　　　　　　　　,D R.  P  ,
月が満ちる　　　　　　　　　　　　　　　つきがみちる　　　　　　　　　　　　　　,D 1.     ,
突き崩す　　　　　　　　　　　　　　　　つきくずす　　　　　　　　　　　　　　　,D S.   I ,
突き殺す　　　　　　　　　　　　　　　　つきころす　　　　　　　　　　　　　　　,D S.  NI ,
突き転ばす　　　　　　　　　　　　　　　つきころばす　　　　　　　　　　　　　　,D S.  NI ,
突き刺さる　　　　　　　　　　　　　　　つきささる　　　　　　　　　　　　　　　,D R.  N  ,
突き刺す　　　　　　　　　　　　　　　　つきさす　　　　　　　　　　　　　　　　,D S.   I ,
付き従う　　　　　　　　　　　　　　　　つきしたがう　　　　　　　　　　　　　　,D W.   I ,
突き進む　　　　　　　　　　　　　　　　つきすすむ　　　　　　　　　　　　　　　,D M.   I ,
付き添う　　　　　　　　　　　　　　　　つきそう　　　　　　　　　　　　　　　　,D W.   I ,
突き倒す　　　　　　　　　　　　　　　　つきたおす　　　　　　　　　　　　　　　,D S.  NI ,
突き出す　　　　　　　　　　　　　　　　つきだす　　　　　　　　　　　　　　　　,D S.     ,
継ぎ足す　　　　　　　　　　　　　　　　つぎたす　　　　　　　　　　　　　　　　,D S.   I ,
突き立つ　　　　　　　　　　　　　　　　つきたつ　　　　　　　　　　　　　　　　,D T.   M ,
突き立てる　　　　　　　　　　　　　　　つきたてる　　　　　　　　　　　　　　　,D 1.   I ,
突き付ける　　　　　　　　　　　　　　　つきつける　　　　　　　　　　　　　　　,D 1.  N  ,
突き詰める　　　　　　　　　　　　　　　つきつめる　　　　　　　　　　　　　　　,D 1.   I ,
突き出る　　　　　　　　　　　　　　　　つきでる　　　　　　　　　　　　　　　　,D 1.     ,
突き通る　　　　　　　　　　　　　　　　つきとおる　　　　　　　　　　　　　　　,D R.     ,
突き飛ばす　　　　　　　　　　　　　　　つきとばす　　　　　　　　　　　　　　　,D S.  NI ,
突き止める　　　　　　　　　　　　　　　つきとめる　　　　　　　　　　　　　　　,D 1.   I ,
ツキに見放される　　　　　　　　　　　　つきにみはなされる　　　　　　　　　　　,D 1.  N  ,
突き抜く　　　　　　　　　　　　　　　　つきぬく　　　　　　　　　　　　　　　　,D K.  P  ,
突き抜ける　　　　　　　　　　　　　　　つきぬける　　　　　　　　　　　　　　　,D 1.   I ,
つき抜ける　　　　　　　　　　　　　　　つきぬける　　　　　　　　　　　　　　　,D 1.  P  ,
継ぎの当たる　　　　　　　　　　　　　　つぎのあたる　　　　　　　　　　　　　　,D R.     ,
突きのける　　　　　　　　　　　　　　　つきのける　　　　　　　　　　　　　　　,D 1.  N  ,
突きのめす　　　　　　　　　　　　　　　つきのめす　　　　　　　　　　　　　　　,D S.  N  ,
尽き果てる　　　　　　　　　　　　　　　つきはてる　　　　　　　　　　　　　　　,D 1.   M ,
突き放す　　　　　　　　　　　　　　　　つきはなす　　　　　　　　　　　　　　　,D S.  NI ,
月日が経つ　　　　　　　　　　　　　　　つきひがたつ　　　　　　　　　　　　　　,D T.     ,
月日が流れる　　　　　　　　　　　　　　つきひがながれる　　　　　　　　　　　　,D 1.     ,
月日の経つ　　　　　　　　　　　　　　　つきひのたつ　　　　　　　　　　　　　　,D T.     ,
月日の流れる　　　　　　　　　　　　　　つきひのながれる　　　　　　　　　　　　,D 1.     ,
突き伏せる　　　　　　　　　　　　　　　つきふせる　　　　　　　　　　　　　　　,D 1.   I ,
つき混ぜる　　　　　　　　　　　　　　　つきまぜる　　　　　　　　　　　　　　　,D 1.   I ,
付きまとう　　　　　　　　　　　　　　　つきまとう　　　　　　　　　　　　　　　,D W.  NI ,
突き戻す　　　　　　　　　　　　　　　　つきもどす　　　　　　　　　　　　　　　,D S.     ,
つき物が落ちる　　　　　　　　　　　　　つきものがおちる　　　　　　　　　　　　,D 1.  P  ,
つき物の落ちる　　　　　　　　　　　　　つきもののおちる　　　　　　　　　　　　,D 1.  P  ,
突き破る　　　　　　　　　　　　　　　　つきやぶる　　　　　　　　　　　　　　　,D R.   I ,
